t,EEA1_1,EEA1_2,EEA1_3,EEA1_4,EEA1_5,EEA1_6,EEA1_7,EEA1_8,EEA1_9,EEA1_10,EEA1_11,EEA1_12,EEA1_13,EEA1_14,EEA1_15,EEA1_16,EEA1_17,EEA1_18,EEA1_19,EEA1_20,EEA1_21,EEA1_22,EEA1_23,EEA1_24,EEA1_25,EEA1_26,EEA1_27,EEA1_28,EEA1_29,EEA1_30,EEA1_31,EEA1_32,EEA1_33,EEA1_34,EEA1_35,EEA1_36,EEA1_37,EEA1_38,EEA1_39,EEA1_40,EEA1_41,EEA1_42,EEA1_43,EEA1_44,EEA1_45,EEA1_46,EEA1_47,EEA1_48,EEA1_49,EEA1_50,EEA1_51,EEA1_52,EEA1_53,EEA1_54,EEA1_55,EEA1_56,EEA1_57,EEA1_58,EEA1_59,EEA1_60,EEA1_61,EEA1_62,EEA1_63,EEA1_64,EEA1_65,EEA1_66,EEA1_67,EEA1_68,EEA1_69,EEA1_70,EEA1_71,EEA1_72,EEA1_73,EEA1_74,EEA1_75,EEA1_76,EEA1_77,EEA1_78,EEA1_79,EEA1_80,EEA1_81,EEA1_82,EEA1_83,EEA1_84,EEA1_85,EEA1_86,EEA1_87,EEA1_88,EEA1_89,EEA1_90,EEA1_91,EEA1_92,EEA1_93,EEA1_94,EEA1_95,EEA1_96,EEA1_97,EEA1_98,EEA1_99,EEA1_100,EEA1_101,EEA1_102,EEA1_103,EEA1_104,EEA1_105,EEA1_106,EEA1_107,EEA1_108,EEA1_109,EEA1_110,EEA1_111,EEA1_112,EEA1_113,EEA1_114,EEA1_115,EEA1_116,EEA1_117,EEA1_118,EEA1_119,EEA1_120,EEA1_121,EEA1_122,EEA1_123,EEA1_124,EEA1_125,EEA1_126,EEA1_127,EEA1_128,EEA1_129,EEA1_130,EEA1_131,EEA1_132,EEA1_133,EEA1_134,EEA1_135,EEA1_136,EEA1_137,EEA1_138,EEA1_139,EEA1_140,EEA1_141,EEA1_142,EEA1_143,EEA1_144,EEA1_145,EEA1_146,EEA1_147,EEA1_148,EEA1_149,EEA1_150,EEA1_151,EEA1_152,EEA1_153,EEA1_154,EEA1_155,EEA1_156,EEA1_157,EEA1_158,EEA1_159,EEA1_160
7.68E-05,0.19914729,0.24952884,0.17525215,0.18356976,0.11600158,0.1444461,0.27026554,0.11685721,0.00459949,0.01702518,0.17284157,0.17756958,0.21249012,0.10587391,0.19673955,0.1712027,0.16357535,0.17496353,0.12240289,0.20460357,0.11906367,0.15859428,0.1814164,0.1434084,0.13709317,0.131613,0.23365328,0.0848126,0.19347496,0.20130014,0.18901663,0.19541936,-0.00866401,0.06252315,-0.00071032,0.13438769,0.21167775,0.06660654,0.054164,0.10509243,0.24164188,0.19592245,0.1279425,0.05591397,0.14189,0.14016633,0.16273261,0.0723805,0.05879517,0.15965564,0.21718903,0.1441975,0.1810889,0.14169645,0.21513838,0.13376374,0.10634712,0.02659523,0.19501863,0.20415932,0.14716391,0.14468861,0.08635613,0.04666989,0.13740049,0.15095814,0.17304804,0.07916357,0.13805032,0.17050887,0.18086621,0.12776844,0.08546445,0.12908866,0.06703679,0.18354156,0.12545006,0.10889187,0.06705432,0.1070226,0.14684714,0.14780024,0.11550096,0.16991625,0.13752437,0.18684453,0.29775222,0.17288649,0.22509921,0.09933565,0.15275369,0.19337593,0.09410746,0.04027245,0.19118616,0.11062121,0.15097645,0.21016952,0.19786442,0.07030964,0.11711003,0.13728228,0.16136834,0.20193824,0.20211887,0.14358317,0.14451065,0.15861644,0.16890385,0.09623974,0.07778975,0.171473,0.12190572,0.10592461,0.12016416,0.14558242,0.17416529,0.04645055,0.14139062,0.08254004,0.18580483,0.2330101,0.1438955,0.10905434,0.13609974,0.1673638,0.13986317,0.14302833,0.11083771,0.15557669,0.08463343,0.1060023,-0.00702309,0.15013492,0.08979576,0.21668949,0.18481848,0.26274492,0.0984335,0.15392611,0.11955076,0.14228559,0.11895883,0.11690376,0.10320537,0.20515675,0.21242221,0.16198899,0.07731325,0.15727442,0.09393663,0.17625988,0.20157059,0.13824216,0.10125731,0.07927855,0.10727785,0.14622179,0.15213549,0.09378769
8.00E-05,0.20908497,0.25279986,0.2300744,0.10075438,0.1334391,0.21880277,0.25355152,0.18921697,0.18090337,0.12353795,0.10731969,0.13370595,0.20909379,0.30359076,0.18992052,0.12182819,0.00756524,0.19762123,0.10385078,0.20152274,0.15821459,0.17769199,0.0023187,0.03420647,0.1184523,0.08921827,0.11090171,0.0848126,0.10983521,0.17215809,0.20426043,0.15036586,0.04677255,0.15556896,0.07066752,0.07515074,0.15309791,0.19191824,0.14753281,0.16714308,0.1731375,0.12625706,0.16388185,0.1920713,0.17631885,0.14016633,0.03747336,0.06072419,0.13088451,0.07254536,0.12088397,0.11458297,0.16476049,0.12530846,0.11604985,0.10757982,0.11155346,0.18433405,0.11775449,0.21421493,0.08598184,0.10627624,0.08880287,0.21646863,0.19875404,0.16874337,0.11837208,0.04904738,0.09332345,0.18757879,0.1557414,0.20932195,0.10911292,0.19181581,0.07629618,0.16732866,0.17526877,0.11120688,0.16190359,0.1385874,0.18889041,0.05934195,0.17095608,0.15898246,0.13967877,0.17766198,0.13289119,0.11137147,0.20055632,0.20663729,0.15891814,0.13381742,0.20309901,0.12255388,0.15580439,0.10289515,0.20135589,0.19590827,0.13241818,0.1698261,0.09371506,0.19262882,0.22150392,0.12141623,0.0868213,0.16176414,0.13896375,0.12739623,0.13187974,0.06874209,0.14904858,0.12230843,0.13985622,0.10416639,0.03305963,0.12249316,0.14294672,0.0652593,0.10251973,0.03633407,0.08741928,0.10399315,0.1910162,0.20636924,0.1092098,0.11359222,0.16723276,0.11723362,0.13188857,0.03493957,0.065149,0.07389774,0.16291591,0.09318189,0.11810214,0.08603827,0.12443517,0.16703565,0.1339166,0.13449471,0.03554627,0.09944988,0.15268088,0.06167226,0.16491263,0.20958747,0.14407488,0.06067951,0.12170803,0.13993698,0.0954581,0.10146879,0.11402961,0.10932959,0.15131446,0.1328803,0.15900674,0.13526626,0.14059971,0.14832966
8.32E-05,0.12295837,0.24952884,0.14441463,0.12145823,0.14738912,0.27376205,0.2334947,0.2521385,0.12767956,0.14071743,0.14008063,0.08309408,0.16833782,0.10587391,0.17628246,0.052742,0.14732429,0.19438442,0.22443952,0.12450205,0.25609188,0.17769199,0.0745862,0.11129018,0.19922941,0.08269601,0.13545202,0.10663355,0.10018447,0.20453815,0.1219439,0.28252278,0.04351157,0.16157192,0.10635643,0.10773106,0.01743933,0.16569021,0.12644953,0.1996458,0.14744835,0.22204697,0.18876293,0.12816072,0.10172302,0.14291372,0.06742666,0.17437321,0.18632003,0.09432293,0.10483312,0.14150527,0.07767559,0.13623379,0.13951818,0.17565801,-0.04203356,0.20243522,0.1615375,0.21924273,0.19050122,0.16517521,0.1157171,0.20379709,0.22943082,0.06203202,0.16310696,0.06912484,0.13059584,0.12173766,0.25624065,0.10912764,0.09728868,0.06868474,0.18254001,0.16269641,0.20470711,0.1945474,0.18777157,0.11604112,0.1445114,0.04639683,0.1666903,0.12618107,0.167686,0.20291399,0.2132081,0.00064442,0.15760627,0.09933565,0.1753567,0.15587613,0.14231526,0.00696806,0.21673966,0.16856666,0.1277244,-0.00578665,0.11655243,0.07843343,0.07811841,0.12657004,0.11062895,0.09588487,0.14541515,0.08722215,0.24805281,0.10484831,0.16008859,0.14023599,0.13835975,0.14604305,0.13267602,0.09537525,0.11319579,0.11894097,0.10999378,0.15588328,0.13432319,0.10564303,0.15128359,0.07623,0.13577124,0.09395375,0.0688749,0.1673638,0.06902421,0.11884579,0.13350787,0.16668801,0.13821562,0.12205458,0.10460351,0.16437318,0.12596503,0.09257083,0.20766622,0.19636591,0.09689075,0.17485223,0.18064494,0.13752607,0.10822909,0.15832739,0.10772054,0.21992582,0.14110326,0.13896411,0.06695447,0.15005049,0.15479542,0.13818442,0.04202009,0.08650388,0.19075342,0.03726636,0.18417214,0.15306899,0.16511323,0.08494304
8.64E-05,0.04676946,0.20700561,0.12728267,0.07314926,0.16482665,0.12181581,0.22346629,0.11056505,0.08443521,0.23692252,0.1564611,0.12358358,0.15475249,0.11927845,0.13877781,0.27973949,0.11482219,0.36917238,0.04510242,0.13374454,0.23325384,0.17450904,0.16256401,0.294364,0.16194767,0.03704015,0.21217175,0.16274454,0.1323536,0.21101416,0.16462655,0.07527671,0.13155786,0.26662364,0.05282306,0.21435758,0.22401034,0.20066091,0.15054471,0.04895138,0.26733102,0.19882517,0.15282359,0.23930956,0.11893744,0.18961932,0.13550234,0.05198195,0.19463535,0.11065611,0.14228509,0.16035087,0.07223278,0.14989044,0.134303,0.02379128,0.11675979,0.04211052,0.13320732,0.15388127,0.14206541,0.10371541,0.08880287,0.1277678,0.14919925,0.15603964,0.12085735,0.11178945,0.13805032,0.13880758,0.16030955,0.04155474,0.1185723,0.22666423,0.06938808,0.14879964,0.21602954,0.10657686,0.12525728,0.19495312,0.1258255,0.13054009,0.13256408,0.13274134,0.16122279,0.2098009,0.20475369,0.20569451,0.15556102,0.07909006,0.11371212,0.09190589,-0.035844,0.18720358,0.18922051,0.12607333,0.20523124,0.11645269,0.15423359,0.09061912,0.17754705,0.13192616,0.09371581,0.06249769,0.09816205,0.09994883,0.10753131,0.18983664,0.18300827,0.21356306,0.0991674,0.15791036,0.059079,0.1973524,0.15849015,0.14558242,0.11866561,0.07038896,0.13077053,0.1634005,0.19443515,0.063165,0.17151798,0.08892022,0.05374931,0.18124034,0.19460236,0.04952249,0.13512716,0.08890881,0.08463343,0.10279184,0.0996053,0.12640449,0.0803603,0.10890223,0.08853158,0.17321044,0.09534801,0.14495778,0.04929246,0.16608321,0.15114806,0.20128523,0.12728625,0.17414168,0.11881609,0.15277904,0.15426419,0.15005049,0.18218187,0.17761972,0.11967741,0.10780788,0.11187549,0.11984204,0.17019136,0.1366357,0.21414027,0.15422609
8.96E-05,0.23227291,0.26915495,0.12728267,0.0765999,0.14390162,0.17354219,0.11315375,0.19236304,0.12102658,0.01702518,0.12042407,0.17082133,0.10720386,0.17959884,0.08081606,0.07245598,0.10507156,0.09080637,0.22443952,0.13682536,0.03423669,0.02809328,0.23483151,0.16267932,0.1961226,0.04682355,0.23365328,0.24067648,0.0133278,0.17215809,0.14328522,0.19842292,0.05003352,0.10454384,0.07958975,0.128464,0.03593823,0.26185965,0.13247333,0.08736368,0.15886575,0.22204697,0.14176533,0.2059649,0.20214048,0.15665066,0.1409484,0.08986496,0.17523292,0.12698929,0.11820883,0.06881507,0.0912826,0.1635471,0.18123967,0.14947409,0.10895029,0.08089876,0.10230166,0.25695127,0.14206541,0.14981026,0.18422605,0.08975315,0.11614068,0.13063217,0.1506806,0.03900865,0.05605106,0.01200246,0.16487769,0.05553534,0.0570863,0.04545247,0.10172379,0.17427705,0.13677249,0.07185164,0.12956861,0.19495312,0.15619009,0.1326976,0.14536141,0.07369884,0.03411306,0.09272339,0.12232317,0.08471495,0.11670145,0.11148301,0.0911091,0.10293524,0.14021927,0.14018562,0.21870531,0.12800484,0.11416071,0.07570624,0.15621681,0.09265007,0.06447134,0.20155569,0.11814589,0.20193824,0.1491954,0.07631357,0.10753131,0.1482097,0.10719701,0.09440657,0.01187533,0.13248041,0.1649869,0.07603476,0.09925907,0.18110435,0.17589966,0.18495135,0.1413715,0.13534687,0.07361078,0.07133063,0.10814877,0.11241003,0.10416794,0.0771663,0.23968169,0.12045796,0.13998505,0.07938482,0.06027789,0.13810687,0.13292667,0.15488101,0.08665061,0.08440512,0.18971443,0.19019112,0.08146331,0.00893799,0.16231668,0.12007448,0.17107472,0.10309589,0.09266999,0.13721899,0.10098635,0.12361419,0.10986942,0.06047369,0.12893043,0.08651057,0.09002644,0.12150331,0.12704432,0.11549595,0.13803557,0.11883298,0.13194788,0.08346893
9.28E-05,0.14945887,0.19065052,0.15126741,0.14906335,0.1997017,0.20910408,0.22012348,0.22382381,0.19088284,0.17507639,0.2088786,0.17756958,0.19211213,0.13938524,0.11832072,0.07903546,0.13432345,0.21056849,0.23989961,0.16455281,0.22020354,0.12994772,0.04316555,0.23012757,0.14952042,0.05986808,0.12317687,0.07857805,0.05514768,0.25958424,0.09145629,0.10531237,0.03372865,0.11654975,0.13014905,0.10773106,0.10993381,0.18026134,0.13849712,0.23214852,0.15886575,0.07691075,0.10029685,0.16150537,0.20787862,0.12368199,0.13822537,0.16563097,0.12534096,0.20321078,0.1690365,0.11996743,0.15115347,0.28918834,0.10561947,0.15209249,0.04647421,0.11192934,0.12290543,0.19410371,0.13951616,0.11908036,0.07901588,0.08215022,0.11378098,0.13825441,0.10843099,-0.00365596,0.15047445,0.04858086,0.21741139,0.14407914,0.19661223,0.2498965,0.05322022,0.17196092,0.17979775,0.07648167,0.20717256,0.0912402,0.1445114,0.03992428,0.13256408,0.15898246,0.03411306,0.12027104,0.20475369,0.10932096,0.2496421,0.10743389,0.1753567,0.18234658,0.16746716,0.16957185,0.20887704,0.13766242,0.06959428,0.11441537,0.1344014,0.14139282,0.10151338,0.06229663,0.18203994,0.16069526,0.08304106,0.15812795,0.12786995,0.10831722,0.28702837,0.11457151,0.09738593,0.16977767,0.07523445,0.08834234,0.16894269,0.13314974,0.12733743,0.07038896,0.16787393,0.11884474,0.13574903,0.22647759,0.2446363,0.08556454,0.04702683,0.04420953,0.14308312,0.13980399,0.14808154,0.08255948,0.04728827,0.08995002,0.11126778,0.16120912,0.03318299,0.11380165,0.13259508,0.25193904,0.06449313,0.16438917,0.07373013,0.11531496,0.15881216,0.09235643,0.05052844,0.10620393,0.14110326,0.14203409,0.12910715,0.05758412,0.13958072,0.13954426,0.18603913,0.22193644,0.17255082,0.12708552,0.22611449,0.1736106,0.15069351,0.0775725
9.60E-05,0.2157101,0.12523016,0.12385628,0.05589606,0.2031892,0.1573777,0.09309693,0.11371113,0.1742504,0.10635847,-0.0007914,0.1944402,0.1004112,0.13268298,0.13195878,0.17443799,0.04331756,0.11670088,0.11931087,0.22000771,0.0733876,0.17769199,0.16570608,0.19158572,0.03767519,0.08269601,0.21830933,0.12221994,0.05193076,0.21749017,0.21645548,0.32457271,0.06959936,0.19458817,0.10338236,0.11367966,0.26409129,0.17151866,0.17162799,0.05190617,0.1503027,0.3207396,0.17494011,0.11704583,0.19353327,0.13192416,0.13550234,0.06946642,0.08376432,0.14604466,0.18508735,-0.00387512,0.13482505,0.26733769,0.06129039,0.13376374,0.17402953,0.12485876,0.11260355,0.0910337,0.07833408,0.10883706,0.17199231,0.14804227,0.20109008,0.05695052,0.11091626,-0.01620437,0.12562619,0.07540502,0.17629806,0.09980724,0.05945114,0.09191702,0.03936206,0.19048995,0.08242481,0.12509697,0.13819127,0.07320318,0.14918288,0.05934195,0.06644452,0.05183125,0.14398758,0.14552305,0.30197942,0.15443198,0.12488241,0.14792507,0.13631513,0.06764131,0.07733953,0.12843113,0.16170135,0.15311454,0.20135589,0.15923646,0.05110619,0.08452628,0.0995638,0.16049212,0.2309001,0.01929076,0.03011758,0.13812888,0.10568234,0.16555426,0.08956648,0.16223411,0.13657828,0.11213645,0.14165127,0.08306766,0.08358026,0.16156729,0.0041975,0.08064828,0.1537393,0.10894346,0.11331021,0.1954482,0.16664342,0.1426112,0.10248732,0.10491938,0.23646174,0.12690664,0.14322365,0.08414682,0.11386008,0.09155525,0.10293744,0.09951,0.03790072,0.14973073,0.13259508,0.22106508,0.09071978,0.1793364,0.02485479,0.21209193,0.12049165,0.13378005,0.10320537,0.16971096,0.16487625,0.07142446,0.15870367,0.160164,0.14414513,0.12866555,0.10414595,0.15650273,0.18316901,0.12273943,0.14502596,0.07364144,0.13194788,0.1763377
9.92E-05,0.11633325,0.12850118,0.08959237,0.19392168,0.19272669,0.13474741,0.12652497,0.17977874,0.12767956,0.14758922,0.2121547,0.23155558,0.12078918,0.14273638,0.00580674,0.1283816,0.1180724,0.17172672,0.06056251,0.24465433,0.15495201,0.12358182,0.1814164,0.0534774,0.04699563,0.08595714,0.09555776,0.12845449,0.05514768,0.14301604,0.22865052,0.1113195,0.00764086,0.05652019,-0.02450293,0.18180368,0.13459901,0.05203541,0.06621159,0.14941432,0.18170054,0.04207806,0.03394729,0.14483304,0.08737767,0.25006188,0.12733326,0.16854505,0.06990544,0.24948812,0.17706192,0.06073838,0.0858398,0.11711447,0.19427764,0.08925108,0.11936296,0.10934346,0.14608467,0.20667322,0.10892512,0.11139789,0.12795084,0.21646863,0.15153626,0.08489873,0.20784184,0.07414421,-0.00606959,0.10222918,0.1557414,0.06718584,0.18242315,0.03615956,0.07862685,0.14416738,0.09827621,0.15750717,0.15112526,0.07094855,0.05341764,0.1542728,0.14962719,0.10868699,0.10951714,0.23275727,0.17939045,0.14417948,0.13510862,0.03050064,0.15275369,0.14705265,0.18842707,0.18328542,0.19511747,0.17436121,0.15678947,0.0899675,0.06498873,0.09265007,0.14440417,0.13014079,0.16700605,0.05071399,0.17187688,0.13994697,0.15745342,0.11525504,0.21298016,0.10907198,0.08313416,0.16977767,0.09318494,0.24130807,0.21423704,0.14203022,0.13080616,0.16443271,0.15727296,0.09409154,0.04599378,0.20524695,0.16989313,0.14764473,0.12769663,0.12399962,0.1849425,0.11884579,0.15132013,0.13335406,0.12197859,0.03055657,0.05462145,0.16753724,0.06463453,0.10890223,0.16686669,0.10528773,0.15242952,0.17485223,0.21577409,0.1644967,0.11129473,0.16293002,0.15287219,0.14164971,0.17379111,0.20803875,0.08767203,0.17750144,0.15631689,0.14362377,0.13238498,-0.00784239,0.13917939,0.19080976,0.16320097,0.18456613,0.16511323,0.07020197
0.0001024,0.0865202,0.14812729,0.08959237,0.01448837,0.14041411,0.16384349,0.11315375,0.18921697,0.23412719,0.21630714,0.21870688,0.1404542,0.19550846,0.14608751,0.05353995,0.14483031,0.05956861,0.11993769,0.16259914,0.23849267,0.16473974,0.15222838,0.15627988,0.12092565,0.090491,0.00768996,0.11090171,0.10663355,0.12591978,0.25634624,0.03352984,0.20743362,0.26199681,0.14056157,0.03795268,0.11960349,0.07601917,0.25020275,0.20478556,0.06372534,0.05040048,0.21043607,0.14452989,0.06147141,0.24804561,0.12642938,0.1409484,0.17728728,0.09207965,0.12426709,0.07808172,0.07419953,-0.02573772,0.12257713,0.12908781,0.19922354,0.10374395,0.07831288,0.11517902,0.15388127,0.24148628,0.13700613,0.15486507,0.28742931,0.17985273,0.0772765,0.24512091,0.04402801,0.06102071,0.1314919,0.12148029,0.21631225,0.15168015,0.10120993,0.07862685,0.16732866,0.20470711,0.1135219,0.17699324,0.14084203,0.03006026,0.06581451,0.06004585,0.14804866,0.0685835,0.06517574,0.20475369,0.05600794,0.15760627,0.14994963,0.11576694,0.06984718,0.09201147,0.06574051,0.18135789,0.18788181,0.1548518,0.06551963,0.14233428,0.12311429,0.16779915,0.155136,0.16324758,0.09588487,0.08871143,0.10358503,0.09643751,0.12739623,0.11248617,0.11273833,0.13123387,0.12569909,0.08420969,0.15867141,0.07138562,0.20419361,0.2140557,0.10116691,0.18026151,0.12379538,0.16509209,0.16278568,0.08540084,0.0956316,0.07559739,0.21766626,0.07868407,0.11562145,0.09140615,0.11589343,0.10898897,0.08513433,0.13126061,0.11849435,0.12911018,0.06480744,0.14891489,0.1268995,0.12774562,0.20474669,0.14704314,0.1438721,0.11129473,0.10923272,0.10471043,0.1194961,0.10990122,0.12668417,0.15426419,0.16738793,0.11980162,0.11506717,0.19027498,0.06215645,0.19985472,0.16038761,0.17158944,0.17224116,0.08003689,0.06135732
0.0001056,0.10639557,0.30840716,0.14098824,0.13871143,0.16831415,0.21880277,0.22012348,0.22696989,0.21084177,0.12697385,0.15318501,0.11683533,0.23966076,0.08576711,0.12513975,0.16127902,0.25458124,0.2138053,0.23989961,0.09369378,0.1973655,0.12676477,0.09972272,0.25261032,0.15884086,0.13813526,0.1998966,0.1128681,0.07123224,0.16892008,0.17682159,0.19842292,0.10547007,0.11054679,0.06174529,0.07517478,0.14693161,0.04037851,0.06623522,0.13168557,0.1731375,0.19592245,0.1279425,0.23930956,0.23370026,0.18412455,0.1409484,0.19768583,0.0865361,0.15965564,0.14228509,0.1441975,0.13482505,0.17720376,0.09779669,0.15471088,0.08552176,0.17140463,0.1795658,0.23432615,0.14971317,0.23431747,0.15731182,0.12269918,0.11614068,0.17382486,0.17304804,0.06912484,0.15295927,0.10466774,0.20370695,0.10679754,0.1185723,0.14999771,0.06476869,0.15806415,0.19791364,0.08574173,0.14465827,0.10251335,0.07911075,0.08523218,0.13682985,0.13274134,0.01687784,0.1179754,0.04200626,0.17083599,0.13306338,0.09731109,0.09521874,0.0985235,0.17165914,0.11471756,0.17349528,0.16856666,0.1877922,0.06755695,0.1344014,0.15560946,0.14635375,0.12657004,0.12566284,0.08999301,0.12084354,0.14358317,0.15930239,0.03893899,0.19182353,0.14573552,0.12232652,0.18673097,0.1757572,0.12702333,0.17068478,0.10118,0.22446189,0.06012964,0.04067968,0.10894346,0.09777565,0.14155504,0.13252154,0.05368552,0.11257105,0.11532679,0.12859333,0.15592569,0.10112193,0.10795677,0.09762305,0.05945068,0.16291591,0.0884358,0.06777968,0.12196735,0.17502659,0.18247263,0.09997624,0.13748416,0.11344134,0.14069908,0.19253421,0.15065635,0.14685197,0.08995794,0.10841541,0.17733891,0.01812021,0.15005049,0.14110219,0.11778685,0.13379693,0.20367587,0.08760536,0.1227221,0.13663749,0.12841906,0.10310844,0.12474394
0.0001088,0.11964581,0.16448238,0.24377997,0.19737232,0.05671399,0.27699495,0.09978254,0.03505921,0.15429147,0.10979437,0.14008063,0.21468495,0.08682587,0.12598071,0.06376849,0.17443799,0.06281882,0.22027893,0.18733529,0.08753212,0.16147716,0.05673984,0.12171717,0.23012757,0.23651116,0.05008468,0.1998966,0.20326915,0.10983521,0.0653284,0.11889514,0.1113195,0.03698962,0.22160147,0.08256382,0.12848923,0.07601917,0.10449147,0.11442664,0.09918285,0.04183744,0.26268511,0.18599837,0.20874363,0.13041372,0.11543983,0.00207401,0.1364902,0.10593853,0.17871102,0.04865517,0.15765864,0.06134717,0.21544239,0.11865744,0.22278907,0.18444221,0.09382817,0.14608467,0.07846419,0.1369904,0.08578964,0.10348336,0.04413558,0.16333479,0.12555068,0.10346045,0.03649897,0.12811101,0.1436847,0.22197954,0.16738014,0.09965353,0.21272486,0.14098857,0.13490287,0.22735198,0.11583691,0.21363955,0.01909209,0.19356189,0.26430628,0.10057074,0.18959709,0.17414921,0.10649722,0.17516324,0.08471495,0.11874669,0.07504094,0.23494646,0.06543544,0.16117918,0.10688123,0.14007916,0.11641575,0.20329357,0.09404214,0.15621681,0.08858817,0.1619504,0.13728228,0.09747429,0.09588487,0.11895341,0.18358131,0.18333896,0.11005168,0.17595606,0.20623035,0.03325298,0.19859828,0.06446415,0.15515496,0.10622743,0.11716487,0.1689622,0.09090759,0.19086266,0.13039623,0.15473571,0.09909377,0.19589075,0.11576571,0.05038807,0.09451198,0.14630307,0.17849607,0.12864998,0.11271877,0.15445265,0.11242321,0.11626599,0.1105842,0.07092484,0.0795057,0.09016356,0.18401633,0.09226252,0.17036807,0.12871489,0.09469036,0.12968858,0.17060106,0.0520335,0.11801919,0.17824855,0.11900921,0.12318785,0.18617016,0.11371574,0.12458604,0.09143839,0.15954616,0.08760536,0.09807769,0.21353178,0.15443843,0.12041211,0.08199483
0.000112,0.17595936,0.20373459,0.27461749,0.03174157,0.16831415,0.20587118,0.15995301,0.12944151,0.09774116,0.07887131,0.22198298,0.18769195,0.09022221,0.28013283,0.05353995,0.2139149,0.1505745,0.17496353,0.15950712,0.11217874,0.21041581,0.04400804,0.13742749,0.07274833,0.13398636,0.09900167,0.09862655,0.18456549,0.12591978,0.21104202,0.20121167,0.08428741,0.04677255,0.05952167,0.09148605,0.02186032,0.11918326,0.26477388,0.10237878,-0.0810595,0.02471134,0.06529985,0.08370946,0.125382,0.18779513,0.14840849,0.12188721,0.1102635,0.12256918,0.11065611,0.21718903,0.15227418,0.21102434,0.16900976,0.134303,0.15994766,0.00742667,0.12744464,0.07654695,0.14885346,0.09620151,0.19846593,0.08146263,0.07201298,0.1255795,0.00867634,0.20535657,0.13186691,0.06350554,0.1192991,0.16487769,0.09747714,0.12330199,0.18484613,0.25416356,0.18585769,0.14809493,0.01397628,0.09507796,0.11378649,0.0510819,0.11543745,0.05579982,0.04089745,0.06427469,0.18684453,0.1434592,0.11137147,0.13510862,0.17221979,0.22467237,0.11837633,0.06685958,0.13626746,0.10666305,0.12414181,0.14516344,0.01051193,0.07887126,-0.00889733,0.11321087,0.13728228,0.10687047,0.03500237,0.04523858,0.12903839,0.15375549,0.16208535,0.1336428,0.23556118,0.18111505,0.0578859,0.04471861,0.14636383,0.10622743,0.21485019,0.06663465,0.16101294,0.18379522,0.07263876,0.08224109,0.24770823,0.06752748,0.17113454,0.1008067,0.11185765,0.18333252,0.13657965,0.12864998,0.06509885,0.10898897,0.03858271,0.12792847,0.20866999,0.06463453,0.09093769,0.19624235,0.15468607,0.16785696,0.1793364,0.15926197,0.20891892,0.12968858,0.15679318,0.07310427,0.14903425,0.12327352,0.11286924,0.08915186,0.18905974,0.0604643,0.11778685,0.2128662,0.10019931,0.16496641,0.14588318,0.06533551,0.23934375,0.08147887,0.12032162
0.0001152,0.09314532,0.13504321,0.18895771,0.09730374,0.09856405,0.07332233,0.09643973,0.16090228,0.05449681,0.09261489,0.19577423,0.24505208,0.10380753,0.10587391,0.17628246,0.02310985,0.07581966,0.1911476,0.1564151,0.07212799,0.22999127,0.04082508,0.09029652,0.07274833,0.15884086,0.11856847,0.15079597,0.10975082,0.07444916,0.15923273,0.1067001,0.17739796,0.11525299,0.29063546,0.20450096,0.1225654,0.14384846,0.14820485,0.10840271,0.15236912,0.19026359,0.28590691,0.23023141,0.14205432,0.10459209,0.13467155,0.06470363,0.23265476,0.14197161,0.13515588,0.11820883,0.12535189,0.0912826,0.18266642,0.26989784,0.1468557,0.14799783,0.16106111,0.07912242,0.14382566,0.1344411,0.20102675,0.08146263,0.06694437,0.19873037,0.18398785,0.15316587,0.09924103,0.10574758,0.09979062,0.12604844,0.12776844,0.11384261,0.05706861,0.15022735,0.24839315,0.20923608,0.07648167,0.15974792,0.11829575,0.17254025,0.15858784,0.16031334,0.0977532,0.21292845,0.21668781,0.16248163,0.11342197,0.17192295,0.06289359,0.11782176,0.16028787,0.08153152,0.19112175,0.10076609,0.18015575,0.14903878,0.19183362,0.09473702,0.19825937,0.09761422,0.19619957,0.18767765,0.15676736,0.13218428,0.14358317,0.22956314,0.1482097,0.17771911,0.08707386,0.11876357,0.14604305,0.09318494,0.16394609,0.16023224,0.14913461,0.10652505,0.09774714,0.22089925,0.1634005,0.20479152,0.05173311,0.17801738,0.05871905,0.16467029,0.18470948,0.22036198,0.11723362,0.09464474,0.08890881,0.11710748,0.14292255,0.16124984,0.10267406,0.1212473,0.07297314,0.16523471,0.16084303,0.13237386,0.13748416,0.17759023,0.04868163,0.1542137,0.14298531,0.20554912,0.14312662,0.1336742,0.12821916,0.02699917,0.1153756,0.09393663,0.17354021,0.17050766,0.10780788,0.06940276,0.13139667,0.110074,0.2174327,0.11176027,0.08936536
