t,EEA1_1,EEA1_2,EEA1_3,EEA1_4,EEA1_5,EEA1_6,EEA1_7,EEA1_8,EEA1_9,EEA1_10,EEA1_11,EEA1_12,EEA1_13,EEA1_14,EEA1_15,EEA1_16,EEA1_17,EEA1_18,EEA1_19,EEA1_20,EEA1_21,EEA1_22,EEA1_23,EEA1_24,EEA1_25,EEA1_26,EEA1_27,EEA1_28,EEA1_29,EEA1_30,EEA1_31,EEA1_32,EEA1_33,EEA1_34,EEA1_35,EEA1_36,EEA1_37,EEA1_38,EEA1_39,EEA1_40,EEA1_41,EEA1_42,EEA1_43,EEA1_44,EEA1_45,EEA1_46,EEA1_47,EEA1_48,EEA1_49,EEA1_50,EEA1_51,EEA1_52,EEA1_53,EEA1_54,EEA1_55,EEA1_56,EEA1_57,EEA1_58,EEA1_59,EEA1_60,EEA1_61,EEA1_62,EEA1_63,EEA1_64,EEA1_65,EEA1_66,EEA1_67,EEA1_68,EEA1_69,EEA1_70,EEA1_71,EEA1_72,EEA1_73,EEA1_74,EEA1_75,EEA1_76,EEA1_77,EEA1_78,EEA1_79,EEA1_80,EEA1_81,EEA1_82,EEA1_83,EEA1_84,EEA1_85,EEA1_86,EEA1_87,EEA1_88,EEA1_89,EEA1_90,EEA1_91,EEA1_92,EEA1_93,EEA1_94,EEA1_95,EEA1_96,EEA1_97,EEA1_98,EEA1_99,EEA1_100,EEA1_101,EEA1_102,EEA1_103,EEA1_104,EEA1_105,EEA1_106,EEA1_107,EEA1_108,EEA1_109,EEA1_110,EEA1_111,EEA1_112,EEA1_113,EEA1_114,EEA1_115,EEA1_116,EEA1_117,EEA1_118,EEA1_119,EEA1_120,EEA1_121,EEA1_122,EEA1_123,EEA1_124,EEA1_125,EEA1_126,EEA1_127,EEA1_128,EEA1_129,EEA1_130,EEA1_131,EEA1_132,EEA1_133,EEA1_134,EEA1_135,EEA1_136,EEA1_137,EEA1_138,EEA1_139,EEA1_140,EEA1_141,EEA1_142,EEA1_143,EEA1_144,EEA1_145,EEA1_146,EEA1_147,EEA1_148,EEA1_149,EEA1_150,EEA1_151,EEA1_152,EEA1_153,EEA1_154,EEA1_155,EEA1_156,EEA1_157,EEA1_158,EEA1_159,EEA1_160
0.0069632,0.02658036,0.01371907,0.01472448,0.03306771,0.03825888,0.04567989,0.0124063,0.02645627,0.06226848,0.03974073,0.03188914,0.04026367,0.02913374,0.01382112,0.04081141,0.0408619,0.01641517,0.02827633,0.02998479,0.01926221,0.00788578,0.0242079,0.04109461,0.03732711,0.0415422,-0.00781984,0.03448085,0.02750503,0.01422844,0.01334267,0.05339644,0.0247951,0.0341699,0.01947811,0.00250367,0.03261316,0.05142408,0.02903168,0.01521306,0.0215147,0.01115376,0.04016692,0.02097426,0.05169852,0.03185725,0.03080194,0.02777225,0.03015834,0.02631862,0.05580866,0.02487885,0.03869316,0.0111795,0.02963618,0.03490702,0.01818471,0.02401738,0.03300585,0.01207225,0.04630219,0.01667244,0.02604543,0.02348914,0.02502727,0.03994972,0.02444664,0.03727002,0.01166662,0.03030362,0.0282393,0.02716161,-0.00726275,0.00950196,0.01147527,0.00318649,0.03067693,0.02957194,0.02810653,0.01880689,0.01901813,0.01364572,0.01742247,0.02603724,0.01957889,0.01573233,0.03736619,0.03397412,0.00261753,0.0385989,0.00152872,0.0001689,0.03180612,0.01620724,0.02973324,0.03572491,0.00514075,0.00660421,0.03220765,-0.00803036,0.01325621,0.03276517,0.03438275,0.03784617,0.0253077,0.02846502,0.01824943,0.00326577,0.0165932,0.03444021,0.02854721,0.0194416,0.0321258,0.02408717,0.02288389,0.00987485,0.04021324,0.03033364,0.0034036,0.03142895,0.00974122,0.00466408,0.01490128,0.03083644,0.01877783,0.0149025,0.02626236,0.02378884,0.02064288,0.04020043,-0.00554509,0.01821351,0.01199323,-0.01037217,0.02964056,0.0143239,0.02573551,0.03893441,0.04852714,0.03923731,0.04294059,0.00770015,0.02218779,0.03028089,0.03876906,0.02390401,0.02504792,0.02262102,0.03151875,0.01047411,0.0249992,0.02975018,0.0336812,0.01869389,0.03037514,0.02745211,0.022571,0.01725211,0.01798934,0.02779017,0.01429676
0.007168,0.01902284,0.01982439,0.0086717,0.03339127,0.0255048,0.03820064,0.0149142,0.04100757,0.05717492,0.03163034,0.00531491,0.02843045,0.02833744,0.02890354,0.03031431,0.03806062,-0.00660203,0.03146298,0.0154118,0.01502371,0.01709729,0.01803858,0.03471084,0.04315056,0.01993747,0.0046149,0.02628096,0.04584682,0.0110109,0.00898943,0.051157,0.03333858,0.03791648,0.01741372,0.0021318,0.03298344,0.04467739,0.02386199,0.00815553,0.03465515,0.00102884,0.0534163,0.02121231,0.0447066,0.03351677,0.00491383,0.01053519,0.02407731,0.02029521,0.0461524,0.00685597,0.03156335,0.00531142,0.01158212,0.03873804,0.0172226,0.0328858,0.03951562,0.01879497,0.05269424,0.02009867,0.01149768,0.04040712,0.03885062,0.04378458,0.03278483,0.01882455,0.0096875,0.00584936,0.02037052,0.03140493,0.0017681,0.00081073,0.00490348,0.01784578,0.02228008,0.01736441,0.02644246,0.0309205,0.03859593,0.02061875,-0.0025693,0.02396511,0.01374079,0.01552589,0.03969921,0.03235554,0.00636665,0.02654856,-0.00189324,-0.00141847,0.03587337,0.01948226,0.03824369,0.02718652,0.00416257,0.01544613,0.02094747,-0.00409483,0.0099555,0.01773767,0.0512072,0.03244241,0.01729796,0.01050676,0.0379315,0.01777444,0.01163896,0.02256593,0.01589084,0.0223095,0.03014777,0.01314696,0.01389918,0.0264815,0.02139642,0.03604366,-0.00863962,0.01858787,0.02304629,0.01366352,0.01845261,0.02324032,0.01196992,0.02070319,0.0229924,0.01541996,0.014747,0.03121704,-0.01557561,0.01331716,0.01683482,-0.00044129,0.01948109,0.01822238,0.02656117,0.04597233,0.05368981,0.01685153,0.05259723,0.01178986,0.01711387,0.03276597,0.01891905,0.01945685,0.02341699,0.0211583,0.0274715,0.01830742,0.02989854,0.03914093,0.03046282,0.01759062,0.02798096,0.02229264,0.02552176,0.01159343,0.01925196,0.02275874,0.01705376
0.0073728,0.01403055,0.00464281,0.02315715,0.02877732,0.02523227,0.01172006,0.02353509,0.02414576,0.04509292,0.02094182,0.01862763,0.05028091,0.03336225,0.0294796,0.02840229,0.01334764,0.01290924,0.03313218,0.02341176,0.02754654,0.03285822,0.02858614,0.05283093,0.01945515,0.01695324,0.01062842,0.02644789,0.04114645,0.00874857,0.00924253,0.06726194,0.03282222,0.02742012,0.01422331,0.01728533,0.0258093,0.03530345,0.0428983,0.01267367,0.02507209,0.01548027,0.0391233,0.02810246,0.0485717,0.04825026,0.02522076,0.01530207,0.02767568,0.01427181,0.03641105,0.00714715,0.02651471,-0.00361825,0.0295935,0.02877266,0.01386772,0.02462759,0.0249473,0.01881419,0.04984735,0.0009564,0.02850739,0.01610941,0.01528359,0.03290683,0.03622148,0.02616512,0.0171777,0.01022041,0.03775086,0.0339747,0.01933697,0.01012748,0.01163695,0.01512147,0.02553748,0.03328727,0.02979054,0.02329238,0.02703482,0.02251717,0.02283088,0.03373902,0.01596173,0.02475151,0.04030938,0.03043967,0.01245497,0.00831596,0.00023978,0.00018733,0.01722606,0.02259353,0.04288492,0.04442895,0.00413838,0.01635513,0.02212636,0.00191692,0.0119735,0.02348408,0.03800991,0.0197553,0.02420291,0.0168276,0.02946346,0.02547683,0.01044614,0.02209757,0.02541325,0.01367116,0.00918923,0.00924776,0.01587746,0.03366864,0.03189536,0.03679493,0.00287912,0.03186744,0.02789387,0.00771219,0.01551524,0.02233367,0.00808922,0.02059806,0.03158419,0.01430442,0.02493471,0.02681392,-0.01242525,0.01681818,0.01857436,0.01134528,0.02168949,0.01271795,0.02526074,0.0228441,0.04076716,0.03238151,0.04590942,0.02202997,0.02555116,0.03748013,0.00788336,0.01376262,0.02221704,0.01855793,0.02538417,0.01100627,0.01741314,0.01959865,0.02545386,0.02082745,0.02657811,0.0263694,0.02209544,0.0168284,0.01674812,0.03123754,0.01864309
0.0075776,0.00730141,0.0067897,0.03459689,0.02068817,0.01858271,0.02620643,0.01671349,0.03171637,0.04909492,0.03469689,0.03311801,0.03794389,0.03707804,0.04327684,0.02512861,0.0122441,0.01534815,0.03148965,0.02848652,0.01870962,0.0374508,0.02189582,0.04055445,0.02407374,0.02603188,-0.00374287,0.0220841,0.04903798,0.0023135,0.0056992,0.04286585,0.0380328,0.03893554,0.00967228,0.02109696,0.02932694,0.04392846,0.02149384,0.02152168,0.02754343,0.00089503,0.03086513,0.02618055,0.03981982,0.03407744,0.01371493,0.01640867,0.00738287,0.00850841,0.03507217,0.01908421,0.02912317,0.01305066,0.00850909,0.02806008,0.01750899,0.00888412,0.02991845,0.00206811,0.03958667,0.02410382,0.01459912,0.02035371,0.02653239,0.02320904,0.03411704,0.0301475,0.01808248,0.01981529,0.04030455,0.01734259,0.01660592,0.01071902,0.01821229,0.01517737,0.0276005,0.01856748,0.02903084,0.02625708,0.02379207,0.01671239,0.02241198,0.02535626,0.00017595,0.02017237,0.05122071,0.03694702,0.0020087,0.03021155,-0.00798587,0.01169832,0.02897972,0.02049752,0.03697648,0.03519655,0.00922873,0.01729444,0.00920895,-0.00573722,0.01406822,0.02216177,0.05249065,0.03172647,0.01879538,0.02300489,0.02949187,0.02947577,0.02320458,0.02151901,0.01719161,0.01386605,0.03061549,0.0212992,0.00977185,0.0279516,0.02750821,0.02362084,0.00897257,0.03165684,0.00740385,0.00276933,0.0162727,0.01768439,0.02108531,0.02214872,0.02150171,0.01126035,0.0180059,0.02048759,0.00605518,0.02001476,0.00176703,0.02097087,0.01761941,0.02043399,0.02855305,0.0313865,0.03427775,0.03681864,0.04333984,0.01509989,0.01552722,0.03493115,0.02170778,0.00489184,0.02304777,0.01732739,0.02010586,0.01255601,0.03387219,0.02770561,0.02604883,0.02732346,0.02282132,0.02839163,0.02433737,0.02756446,0.01027882,0.01625386,0.01151858
0.0077824,0.01931034,-0.00655878,0.04273868,0.02599673,0.02391683,0.02035027,-0.00742555,0.02822602,0.02177983,0.04068303,0.00475168,0.02233809,0.01847558,0.03997748,0.00605397,0.00031296,0.00874277,0.02420604,0.01451883,0.01447402,0.02325192,0.03184612,0.02361291,0.03529518,0.03195485,0.01615566,0.01604194,0.04964653,0.00035281,0.02222809,0.06216096,0.0284796,0.02285803,0.01591235,0.02839434,0.01671394,0.03204774,0.0254335,0.01987444,0.0334094,-0.00539402,0.02777966,0.01423431,0.02974472,0.03176755,0.01551808,0.02675109,0.04206918,0.02406526,0.0273947,0.01617528,0.0108016,0.01075436,0.02577415,0.03266546,0.00756711,-0.00329949,0.02537035,0.0052275,0.03836848,0.01492161,0.02492697,0.03029532,0.02776025,0.02829762,0.03808769,0.03294396,0.01612161,0.03034247,0.03110181,0.03054834,0.00477137,0.00343569,0.00223635,0.02840897,0.01887791,0.01531214,0.02128915,0.02460628,0.02733221,0.00964637,0.01014048,0.03524477,0.03017577,0.01997035,0.05624567,0.03721127,0.00747437,0.03631675,-1.33E-05,0.02263082,0.02794568,0.00684067,0.02847811,0.03590294,0.02052054,0.02031826,0.03852233,0.00289067,0.00229334,0.02097345,0.04472411,0.0248248,0.00934277,0.0144102,0.02600693,0.02519152,0.02815569,0.02483551,0.02145999,0.01564799,0.03077447,0.01337749,0.00295797,0.03040176,0.0224442,0.03271911,0.00201729,0.01688866,0.01315381,0.00015289,0.00791125,0.01669356,0.01488749,0.01763739,0.02990378,0.01318097,0.02188603,0.01940809,0.00513736,0.01171886,0.01012052,0.01055466,0.00358685,0.01533864,0.02633265,0.04235137,0.03394001,0.02968064,0.04450783,0.02285767,0.0209482,0.02681395,0.02322588,0.00345651,0.02872445,0.02348007,0.01081241,0.01549357,0.02551849,0.02345005,0.02732377,0.02595534,0.02839425,0.01962201,0.01231947,0.01653775,0.00257461,0.01644281,0.01776781
0.0079872,0.0185339,0.0072944,0.01816797,0.02847746,0.03678052,0.01832907,0.00786074,0.03876952,0.04582055,0.04224062,0.00868899,0.035835,0.03251292,0.03013179,0.01095584,0.01234696,0.00955574,0.02855597,0.01599179,-0.00072268,0.03531254,0.02856252,0.03908127,0.03431754,0.02680867,-0.00104696,0.03277777,0.04160868,0.0166416,0.0177231,0.05896886,0.04659969,0.03727811,0.00315338,0.0186333,0.02909552,0.04101201,0.04223791,0.01883904,0.02994577,0.0047527,0.01902236,0.00460085,0.03048299,0.02988378,0.00641646,0.00672623,0.02004482,0.0189952,0.02786635,0.02771513,0.02796967,-0.00906185,0.01557317,0.03574329,0.01169933,0.01720406,0.01751077,0.00983588,0.04000124,-0.00724956,0.02568745,0.02440683,0.01286747,0.03110002,0.02256243,0.0407896,-0.01003637,0.03531471,0.03049196,0.02804996,0.00107448,-0.00209278,0.00372501,0.02790347,0.02148751,0.00674918,0.02818619,0.02780681,0.03956277,0.02716575,0.01748989,0.03925139,0.01688428,0.00564167,0.03474604,0.04186881,0.00824343,0.02392753,0.00489044,0.00612382,0.03339165,-0.00126748,0.03798673,0.04109336,0.01030365,0.01667632,0.03235993,0.00368326,0.01644859,0.03104039,0.05315043,0.0239256,0.0075195,0.0139081,0.02107292,0.01020449,0.02091725,0.02604771,0.01464205,0.01216765,0.03163966,0.02290462,-0.00866407,0.01547266,0.03707752,0.03197961,0.01420377,0.02205969,-0.00799887,0.01362964,0.01817964,0.01106993,0.01696856,0.01035729,0.02614595,0.02180989,0.02167592,0.02112883,-0.01077225,0.01435731,0.00450136,0.00553833,0.01139802,0.01155428,0.01791951,0.03881532,0.02064756,0.02418245,0.03763291,0.01109771,0.02027883,0.03179936,0.01240624,0.01100174,0.01589424,0.01896012,-0.00034377,0.01334244,0.02775367,0.01642087,0.02709957,0.01398707,0.02731688,0.02092493,0.01581382,0.00955317,0.00969457,0.0299398,0.00568947
0.008192,0.0133,0.03540969,0.00386756,0.00790732,0.03628995,0.0361156,0.00812198,0.03768798,0.03459417,0.0448187,0.00615163,0.02373219,0.02620182,0.03950615,0.01569786,0.03268477,0.02022597,0.01732709,0.04102789,0.01859052,0.01886684,0.03769296,0.03196091,0.03379688,0.0339939,0.00053293,0.0154665,0.03330216,0.01186556,0.01225637,0.04462821,0.04138935,0.02051413,0.01436406,0.02407159,0.00812733,0.03139617,0.0518014,0.02203762,0.03583421,-0.01326915,0.02437656,0.01175011,0.02447065,0.02645282,0.00568661,0.01477017,0.00503625,0.01256063,0.03012509,0.02838166,0.01795777,-0.01728971,0.03108733,0.03015965,0.02458696,0.01496657,0.02860356,0.01840805,0.0467428,0.00480358,0.01197908,0.02071548,0.03354309,0.03876976,0.04211567,0.02552556,0.01055274,0.00888122,0.02313566,0.02590849,0.00453374,0.00393341,-0.01435685,0.02122361,0.04677186,0.01931054,0.02720033,0.00826675,0.01744757,0.00611517,0.0195801,0.02928686,0.02096977,0.00589216,0.0286802,0.03276572,-0.00207485,0.01392287,0.00675703,0.02460306,0.02222395,0.00392077,0.02711888,0.03406019,0.01809333,0.00567819,0.03167784,-0.00242146,0.01835288,0.0225274,0.05410892,0.01472676,0.01413046,0.0238543,0.02951225,0.01342996,0.02132391,0.02480796,0.0105742,0.00409325,0.02793006,0.01440449,0.00896919,0.03112673,0.01630765,0.02110981,0.01718982,0.01984629,0.00834883,-0.0004675,0.01343745,0.02607639,0.01642993,0.00617845,0.02652539,0.0077809,0.02845367,0.01438199,0.0113054,0.01298735,0.01395861,0.02347996,0.00992348,-0.00161726,0.0224968,0.04903266,0.02892217,0.03575759,0.02936343,0.01901503,0.01312246,0.03603342,0.02233108,0.01372341,0.02145554,0.01993524,0.00498998,0.00825375,0.0151409,0.01330652,0.02467712,0.02407785,0.02784001,0.03834484,0.02311923,0.01075478,0.02116546,0.02761895,0.01813427
0.0086016,0.02333691,0.00488199,0.03460758,0.01241571,0.02886207,0.02243717,0.01483576,0.01864009,0.01399817,0.03968767,0.02536954,0.02176882,0.04471936,0.02531317,0.02531058,0.01436672,0.01289898,0.00694133,0.01337807,0.0117988,0.01183902,0.01727043,0.04961203,0.04252546,0.02176183,-0.01188015,0.02722414,0.04482014,0.00993009,0.01751598,0.06573411,0.02003518,0.00903695,0.00276282,0.02810303,0.02284483,0.0283299,0.05251697,0.01731439,0.02750802,0.01293008,0.03386314,0.02074002,0.02737122,0.02061427,0.00607045,-0.00131353,0.02794748,0.01105603,0.02685407,0.01468736,0.02150982,-0.00021309,0.01151404,0.01946954,0.01798016,0.01382285,0.03275035,0.00304693,0.02451721,0.00155358,0.0124951,0.02391196,0.01731404,0.02947098,0.02532324,0.03053434,0.00532674,0.02449869,0.01667607,0.02801118,0.00081796,-0.00249822,0.00877127,0.02766945,0.03167538,0.01811779,0.01522575,0.01848719,0.0019714,0.0288377,0.01510473,0.02963743,0.01866851,0.02014724,0.03691003,0.02361792,-0.00037764,0.02909884,0.00998266,0.00999767,0.02031251,0.00175222,0.02327729,0.02767228,0.01761566,0.0145461,0.0284113,0.00554411,0.01357199,0.02285275,0.03633023,0.01794495,0.00264538,0.00569343,0.01302475,0.00243432,0.01411445,0.02623246,0.01031287,0.00188177,0.0423536,0.01030229,0.00469616,0.01998428,0.01706624,0.00938764,-0.00231842,0.02568172,0.00894354,0.01326532,0.01921347,0.00975282,0.01582105,0.01433631,0.01950804,0.00710854,0.03376753,0.01224957,0.0063333,0.02624337,0.00242985,0.01392063,0.03040898,0.01778508,0.01192329,0.04037899,0.03214042,0.02545241,0.02310714,0.01539778,0.02025796,0.02339415,0.02653624,0.01569645,0.01406414,0.00675637,0.01514831,0.01483314,0.03646947,0.01770417,0.02966474,0.01955444,0.025179,0.02383746,0.01346791,0.01781493,0.01490983,0.01427649,0.01946203
0.0090112,0.01010201,0.00102119,0.02324956,-0.01127829,0.01913663,0.05072232,0.01572434,0.03461505,0.01709145,0.02405368,0.01448704,0.01246035,0.05010656,0.02214426,0.01214816,0.01878886,0.01051108,0.00494283,0.01668985,0.01244903,0.03359598,0.01662344,0.02992474,0.01764604,0.01532756,0.00173293,0.01530259,0.03604702,0.02486371,0.01521311,0.06037441,0.02611596,0.0126541,0.01925694,0.02243022,0.02759094,0.01719698,0.02744431,0.01039214,0.03157451,0.01241705,0.03129924,0.0112319,0.02980513,0.03453847,0.00171191,-0.00848471,0.01435916,0.0068301,0.00993632,0.01040134,0.02586848,0.00942152,0.00944363,0.03956378,0.00840456,0.00179327,0.00134035,0.01252844,0.02304283,-0.00163327,0.01307568,0.02831489,0.01563168,0.03913027,0.02933469,0.03727341,0.00440605,0.01919673,0.02234059,0.02881034,0.00801607,0.01249517,-0.00261548,0.0142387,0.02647804,0.02666507,0.00967536,0.01302911,0.01298789,0.03442365,0.01104465,0.03496507,0.02618749,0.01130423,0.01885624,0.02782231,0.00688308,0.01788568,0.01634321,-0.00022039,0.03089618,-0.00873246,0.03035375,0.02438516,0.00831671,0.01123533,0.03030059,0.00831565,0.0189863,0.03112416,0.03806389,0.01851822,0.00034274,0.01146683,0.01085081,0.00387232,0.00567495,0.0179114,0.00410945,0.01935678,0.03393368,0.00724024,0.00432517,0.01961662,0.02191285,0.00167771,0.00277772,0.0314226,0.00511396,0.00832492,0.01714493,0.01318059,0.01058709,0.00336646,0.01511836,0.00562044,0.02612227,0.00900661,0.00545263,0.02581591,0.00565258,0.00542486,0.02448716,0.00874697,0.01661994,0.04558204,0.02499616,0.01926069,0.01674802,0.0118103,0.02312598,0.0303125,0.02211755,0.01342901,0.009886,0.01006869,0.02085862,0.01838838,0.02294265,0.01991541,0.03259628,0.0187664,0.02112287,0.02515303,0.01474886,0.01823672,0.0193014,0.03134248,0.01914642
0.0094208,0.02433559,0.01357208,0.03773733,0.00815597,0.01952207,0.04625005,0.0175799,0.02874141,0.00690182,0.01572924,0.01563955,0.03801248,0.04113674,0.02628217,0.01476275,0.01148937,0.01586929,0.01493533,0.0161822,0.00828124,0.03839278,0.02578087,0.02751907,0.00431706,0.02783053,0.00290291,0.00285383,0.01832827,0.01601416,0.01749068,0.05582387,0.02517704,0.01239922,0.01341478,0.02029135,0.02830894,0.01698013,0.03873941,0.01943474,0.02545234,0.00610464,0.02932526,0.01339257,0.02259032,0.0223632,0.00899064,-0.00497338,0.02388882,0.00693883,0.03115267,0.01385272,0.0131783,0.00569954,0.00459859,0.03408156,0.01789896,0.01909394,0.00556474,0.00729448,0.0254395,0.00063869,0.02280543,0.02262484,0.01634468,0.03477504,0.02910029,0.03220026,0.00344388,0.03353598,0.02415085,0.03164807,0.0087439,0.00907527,0.00308543,0.01293895,0.03389989,0.01597512,0.02597883,0.01219133,0.00304817,0.03957149,0.0263362,0.02466396,0.0086909,0.01440568,0.02908225,0.03524825,0.0093514,0.0241911,0.01955513,-0.00123724,0.0200499,-0.00196819,0.02372729,0.03232648,0.01018858,0.00398053,0.02165317,0.01473143,0.01768985,0.01671392,0.03434291,0.01896721,-0.00475635,0.01602944,0.02647016,0.00865556,0.00347862,0.02411419,0.01022948,0.02374971,0.02375602,0.01362495,0.00932373,0.02778008,0.009001,0.0044838,0.0108642,0.02721878,0.01607401,0.0205459,0.01289353,0.01178313,0.01967405,0.00765495,0.02241385,0.01686556,0.01947651,0.01511305,0.00653176,0.0212727,0.00487511,0.00588405,0.01180285,0.01658116,0.00516612,0.03265959,0.02731322,0.01582,0.01854277,0.01046701,0.01101307,0.01845805,0.0219857,0.01443331,0.00993986,0.00849751,0.00950147,0.00894144,0.02852571,0.01737129,0.02751745,0.02722952,0.02383042,0.01692773,0.01150682,0.01505308,0.01105769,0.01502045,0.0130979
0.0098304,0.01936294,0.00477313,0.02635599,0.00639978,0.01148787,0.02197939,0.01757666,0.03262956,0.01329633,0.0181497,0.0203264,0.0268522,0.03086655,0.01837029,0.01907907,-0.00517297,0.01686004,0.01448175,0.01105742,0.0145442,0.03214559,0.01396558,0.05390738,0.02176489,0.01542304,0.00963175,-0.00169932,0.02410738,0.01171684,0.02817158,0.0444102,0.03118569,0.0215475,0.04210843,0.01117745,0.02953569,0.00350943,0.03819275,0.01828087,0.02607707,0.01188138,0.02501429,0.00757978,0.03247809,0.01686976,0.01008546,-0.01127315,0.01727745,0.00514026,0.02136457,0.01504473,0.01193653,-0.00399887,0.00359538,0.03182008,0.00601106,0.02845687,0.00326053,0.02047907,0.02067915,0.00733467,0.01954216,0.01833703,0.01115463,0.02830565,0.02681835,0.03664436,0.00097159,0.03225382,0.01658924,0.02531226,0.00247514,0.01321612,0.00618924,0.01671183,0.02606169,0.01112109,0.02036942,0.02140396,0.00914594,0.02224576,0.01971632,0.0221457,0.02304801,0.01219695,0.0232147,0.03035502,0.02095572,0.02547767,0.01144868,0.00660025,0.02265317,0.00572964,0.02999253,0.0236354,0.0123957,0.0055377,0.01375424,0.01110259,0.01214565,0.01741463,0.02250919,0.013416,0.00259933,0.01338637,0.01777427,0.00345295,0.01932745,0.01625082,0.02328124,0.00944661,0.02101283,0.01138279,0.01492971,0.03117432,0.00847646,0.01310888,0.00534401,0.01784766,0.007881,0.02906113,0.01461471,0.01655602,0.01063956,0.0131802,0.02299695,0.00996389,0.02240025,0.01577497,0.00405976,0.0272586,0.00473717,0.00922651,0.01779884,0.01513518,0.0075911,0.03491676,0.02890619,0.01401597,0.01490983,0.00979736,0.00870703,0.02206407,0.02059945,0.01727743,0.01252519,-0.00300688,0.01380291,0.01115078,0.0280446,0.0205376,0.03002301,0.01432149,0.01162226,0.01640213,0.02658574,0.02709699,0.01647887,0.01007199,-0.00548545
0.01024,0.01824987,0.01878514,0.0399567,0.02548485,0.01582609,0.03944761,0.01725654,0.03201506,0.02470768,0.03069392,0.0092597,0.00807619,0.03023241,0.02541793,0.02305226,-0.00430903,0.02318221,0.0290795,0.00881058,0.01608683,0.02408594,0.01525792,0.04506999,0.01781847,0.02047345,-0.00826356,0.00374565,0.02445234,-0.0030614,0.02068108,0.04941448,0.02198352,0.01468717,0.03307566,0.02429016,0.02580805,0.01083449,0.03794223,0.00137578,0.02854936,0.01058764,0.02410666,0.00734208,0.01648381,0.03030067,0.01113752,-0.0002069,0.01591007,0.01062311,0.0344511,0.00513226,0.01804298,-0.00048938,0.00957144,0.02762048,0.00654264,0.01665144,0.01243694,0.0057243,0.02140489,0.00540118,0.01794056,0.02382773,0.00453969,0.0453208,0.03345566,0.01677649,-0.00091123,0.01479037,0.02853745,0.03118404,0.00919941,0.00835579,0.02151625,0.0332656,0.02110172,0.01076853,0.02098296,0.01580637,0.02187019,0.01884855,0.02286618,0.01192258,0.01183746,0.01390254,0.01625259,0.0338211,0.01884242,0.02583946,0.00976115,0.00569813,0.01558853,-0.00696359,0.03486466,0.02401942,0.00400234,0.00656474,0.02530006,0.0054177,0.01241824,0.01605891,0.01921337,0.01995664,0.00876757,0.01119295,0.03090947,0.01091809,0.01833433,0.02428996,0.00765064,-0.00624528,0.02735134,0.02073166,0.00910682,0.01427496,0.01553136,0.01430182,-0.00055044,0.02339818,0.00683654,0.01842171,0.01936691,0.0188007,0.01331557,0.01416393,0.00768357,0.01979633,0.02383691,0.00878543,0.0090088,0.01271546,0.0209089,0.01715345,0.0170246,0.01345064,0.01127962,0.04105915,0.02080011,0.00870329,0.01082953,0.00559619,0.00864504,0.0271979,0.00923231,0.02426814,0.0074007,-0.00297988,0.01560367,0.00343923,0.02837062,0.01264747,0.02005939,0.01291558,0.02380216,0.01364472,0.02776249,0.01323764,0.00975436,0.0121138,-0.00432183
0.0106496,0.02174438,-0.00466195,0.02514723,0.02723735,0.00972395,0.01257537,0.00562582,0.01505125,0.01625964,0.03066446,0.00820962,0.01208455,0.02383692,0.02169116,0.02265261,-0.01004023,0.02534162,0.02116013,0.02024439,0.0101386,0.0248747,0.01936364,0.04013579,0.02580234,0.02426126,-0.00546509,-0.00630311,0.02988815,0.01342981,0.01928927,0.04345779,0.0222652,0.01402644,0.03544479,0.02426705,0.02768323,0.01673665,0.02024737,-0.00104262,0.02083362,0.01944287,0.02036297,0.00351731,0.03410891,0.0083269,0.01126611,0.00841127,0.00720249,0.01547661,0.02778948,0.01808204,0.0156681,0.0072521,0.00442739,0.01736955,-0.01371344,0.02377371,0.01184975,-0.00049503,0.02473017,0.00334906,0.00815114,0.01841075,0.01450382,0.03344958,0.04251441,0.0231845,0.00503141,0.01407049,0.02040047,0.02555825,0.00304087,0.00796758,0.0068991,0.02010563,0.02289196,0.02405741,0.01061778,0.01582321,0.01319937,0.02204104,0.01573555,0.02038974,0.01472554,0.0240308,0.01978933,0.02801888,0.0199644,0.015043,0.00908079,-0.00537289,0.0446344,0.00771405,0.03227704,0.01852311,0.00290033,0.01561553,0.03186126,0.01237588,0.00646387,0.02281015,0.03192945,0.019501,0.00151937,-0.00076687,0.02584497,0.00826513,0.01044722,0.02170717,0.00640421,0.01175792,0.03670752,0.00590485,0.01557549,0.01849972,0.01439258,0.00813035,0.00147131,0.01383337,0.00537945,0.01778419,0.01437395,0.02146058,0.01216737,0.00964817,0.01347377,0.01691587,0.0276302,0.01150596,0.00911176,0.02576114,0.01767353,0.02329528,0.01634466,0.01594461,0.01194692,0.03712313,0.02275516,0.000657,0.01089962,0.01194181,0.00295811,0.0170262,0.00093781,0.00738365,0.00473458,-0.00268184,0.00679196,0.00406769,0.0251873,0.02360889,0.03309118,0.00665756,0.01624919,0.02257694,0.02260639,0.02055738,0.00573733,0.0211569,0.00073588
